J702;TRASTORNOS PULMONARES INTERSTICIALES AGUDOS INDUCIDOS POR DROGAS;CX;Diagnóstico (CIEX);1
J703;TRASTORNOS PULMONARES INTERSTICIALES CRONICOS INDUCIDOS POR DROGAS;CX;Diagnóstico (CIEX);1
J704;TRASTORNOS PULMONARES INTERSTICIALES NO ESPECIFICADOS INDUCIDOS POR DROGAS;CX;Diagnóstico (CIEX);1
J708;AFECCIONES RESPIRATORIAS DEBIDAS A OTROS AGENTES EXTERNOS ESPECIFICADOS;CX;Diagnóstico (CIEX);1
J709;AFECCIONES RESPIRATORIAS DEBIDAS A AGENTES EXTERNOS NO ESPECIFICADOS;CX;Diagnóstico (CIEX);1
J80X;SINDROME DE DIFICULTAD RESPIRATORIA DEL ADULTO;CX;Diagnóstico (CIEX);1
J81X;EDEMA PULMONAR;CX;Diagnóstico (CIEX);1
J82X;EOSINOFILIA PULMONAR, NO CLASIFICADA EN OTRA PARTE;CX;Diagnóstico (CIEX);1
J840;AFECCIONES ALVEOLARES Y ALVEOLOPARIETALES;CX;Diagnóstico (CIEX);1
J841;OTRAS ENFERMEDADES PULMONARES INTERSTICIALES CON FIBROSIS;CX;Diagnóstico (CIEX);1
J848;OTRAS ENFERMEDADES PULMONARES INTERSTICIALES ESPECIFICADAS;CX;Diagnóstico (CIEX);1
J849;ENFERMEDAD PULMONAR INTERSTICIAL, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
J850;GANGRENA Y NECROSIS DEL PULMON;CX;Diagnóstico (CIEX);1
J851;ABSCESO DEL PULMON CON NEUMONIA;CX;Diagnóstico (CIEX);1
J852;ABSCESO DEL PULMON SIN NEUMONIA;CX;Diagnóstico (CIEX);1
J853;ABSCESO DEL MEDIASTINO;CX;Diagnóstico (CIEX);1
J860;PIOTORAX CON FISTULA;CX;Diagnóstico (CIEX);1
J869;PIOTORAX SIN FISTULA;CX;Diagnóstico (CIEX);1
J90X;PLEURESIA NO TUBERCULOSA;CX;Diagnóstico (CIEX);1
J91X;DERRAME PLEURAL EN AFECCIONES CLASIFICADAS EN OTRA PARTE;CX;Diagnóstico (CIEX);1
J920;PAQUIPLEURITIS CON ASBESTOSIS;CX;Diagnóstico (CIEX);1
J929;PAQUIPLEURITIS SIN ASBESTOSIS;CX;Diagnóstico (CIEX);1
J930;NEUMOTORAX ESPONTANEO A PRESION;CX;Diagnóstico (CIEX);1
J931;OTROS TIPOS DE NEUMOTORAX ESPONTANEO;CX;Diagnóstico (CIEX);1
J938;OTROS NEUMOTORAX;CX;Diagnóstico (CIEX);1
J939;NEUMOTORAX, NO ESPECIFICADO;CX;Diagnóstico (CIEX);1
J940;QUILOTORAX;CX;Diagnóstico (CIEX);1
J941;FIBROTORAX;CX;Diagnóstico (CIEX);1
J942;HEMOTORAX;CX;Diagnóstico (CIEX);1
J948;OTRAS AFECCIONES ESPECIFICADAS DE LA PLEURA;CX;Diagnóstico (CIEX);1
J949;AFECCION PLEURAL, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
J950;FUNCIONAMIENTO DEFECTUOSO DE LA TRAQUEOSTOMIA;CX;Diagnóstico (CIEX);1
J951;INSUFICIENCIA PULMONAR AGUDA CONSECUTIVA A CIRUGIA TORACICA;CX;Diagnóstico (CIEX);1
J952;INSUFICIENCIA PULMONAR AGUDA CONSECUTIVA A CIRUGIA EXTRATORACICA;CX;Diagnóstico (CIEX);1
J953;INSUFICIENCIA PULMONAR CRONICA CONSECUTIVA A CIRUGIA;CX;Diagnóstico (CIEX);1
J954;SINDROME DE MENDELSON;CX;Diagnóstico (CIEX);1
J955;ESTENOSIS SUBGLOTICA CONSECUTIVA A PROCEDIMIENTOS;CX;Diagnóstico (CIEX);1
J958;OTROS TRASTORNOS RESPIRATORIOS CONSECUTIVOS A PROCEDIMIENTOS;CX;Diagnóstico (CIEX);1
J959;TRASTORNO NO ESPECIFICADO DEL SISTEMA RESPIRATORIO, CONSECUTIVO A PROCEDIMIENTOS;CX;Diagnóstico (CIEX);1
J960;INSUFICIENCIA RESPIRATORIA AGUDA;CX;Diagnóstico (CIEX);1
J961;INSUFICIENCIA RESPIRATORIA CRONICA;CX;Diagnóstico (CIEX);1
J969;INSUFICIENCIA RESPIRATORIA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
J980;ENFERMEDADES DE LA TRAQUEA Y DE LOS BRONQUIOS, NO CLASIFICADAS EN OTRA PARTE;CX;Diagnóstico (CIEX);1
J981;COLAPSO PULMONAR;CX;Diagnóstico (CIEX);1
J982;ENFISEMA INTERSTICIAL;CX;Diagnóstico (CIEX);1
J983;ENFISEMA COMPENSATORIO;CX;Diagnóstico (CIEX);1
J984;OTROS TRASTORNOS DEL PULMON;CX;Diagnóstico (CIEX);1
J985;ENFERMEDADES DEL MEDIASTINO, NO CLASIFICADAS EN OTRA PARTE;CX;Diagnóstico (CIEX);1
J986;TRASTORNOS DEL DIAFRAGMA;CX;Diagnóstico (CIEX);1
J988;OTROS TRASTORNOS RESPIRATORIOS ESPECIFICADOS;CX;Diagnóstico (CIEX);1
J989;TRASTORNO RESPIRATORIO, NO ESPECIFICADO;CX;Diagnóstico (CIEX);1
J990;ENFERMEDAD PULMONAR REUMATOIDE (M05.1+);CX;Diagnóstico (CIEX);1
J991;TRASTORNOS RESPIRATORIOS EN OTROS TRASTORNOS DIFUSOS DEL TEJIDO CONJUNTIVO;CX;Diagnóstico (CIEX);1
J998;TRASTORNOS RESPIRATORIOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;CX;Diagnóstico (CIEX);1
K000;ANODONCIA;CX;Diagnóstico (CIEX);1
K001;DIENTES SUPERNUMERARIOS;CX;Diagnóstico (CIEX);1
K002;ANOMALIAS DEL TAMANO Y DE LA FORMA DEL DIENTE;CX;Diagnóstico (CIEX);1
K003;DIENTES MOTEADOS;CX;Diagnóstico (CIEX);1
K004;ALTERACIONES EN LA FORMACION DENTARIA;CX;Diagnóstico (CIEX);1
K005;ALTERA.HEREDITARIAS DE ESTRUCTURA DENTARIA,NO CLASIFICADAS EN OTRA PARTE;CX;Diagnóstico (CIEX);1
K006;ALTERACIONES EN LA ERUPCION DENTARIA;CX;Diagnóstico (CIEX);1
K007;SINDROME DE LA ERUPCION DENTARIA;CX;Diagnóstico (CIEX);1
K008;OTROS TRASTORNOS DEL DESARROLLO DE LOS DIENTES;CX;Diagnóstico (CIEX);1
K009;TRASTONO DEL DESARROLLO DE LOS DIENTES, NO ESPECIFICADO;CX;Diagnóstico (CIEX);1
K010;DIENTES INCLUIDOS;CX;Diagnóstico (CIEX);1
K011;DIENTES IMPACTADOS;CX;Diagnóstico (CIEX);1
K020;CARIES LIMITADA AL ESMALTE;CX;Diagnóstico (CIEX);1
K021;CARIES DE LA DENTINA;CX;Diagnóstico (CIEX);1
K022;CARIES DEL CEMENTO;CX;Diagnóstico (CIEX);1
K023;CARIES DENTARIA DETENIDA;CX;Diagnóstico (CIEX);1
K024;ODONTOCLASIA;CX;Diagnóstico (CIEX);1
K025;CARIES CON EXPOSICIÓN PULPAR;CX;Diagnóstico (CIEX);1
K028;OTRAS CARIES DENTALES;CX;Diagnóstico (CIEX);1
K029;CARIES DENTAL, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K030;ATRICION EXCESIVA DE LOS DIENTES;CX;Diagnóstico (CIEX);1
K031;ABRASION DE LOS DIENTES;CX;Diagnóstico (CIEX);1
K032;EROSION DE LOS DIENTES;CX;Diagnóstico (CIEX);1
K033;REABSORCION PATOLOGICA DE LOS DIENTES;CX;Diagnóstico (CIEX);1
K034;HIPERCEMENTOSIS;CX;Diagnóstico (CIEX);1
K035;ANQUILOSIS DENTAL;CX;Diagnóstico (CIEX);1
K036;DEPOSITOS (ACRECIONES) EN LOS DIENTES;CX;Diagnóstico (CIEX);1
K037;CAMBIOS POSTERUPTIVOS DEL COLOR DE LOS TEJIDOS DENTALES DUROS;CX;Diagnóstico (CIEX);1
K038;OTRAS ENFERMEDADES ESPECIFICADAS DE LOS TEJIDOS DUROS DE LOS DIENTES;CX;Diagnóstico (CIEX);1
K039;ENFERMEDAD NO ESPECIFICADA DE LOS TEJIDOS DENTALES DUROS;CX;Diagnóstico (CIEX);1
K040;PULPITIS;CX;Diagnóstico (CIEX);1
K041;NECROSIS DE LA PULPA;CX;Diagnóstico (CIEX);1
K042;DEGENERACION DE LA PULPA;CX;Diagnóstico (CIEX);1
K043;FORMACION ANORMAL DE TEJIDO DURO EN LA PULPA;CX;Diagnóstico (CIEX);1
K044;PERIODONTITIS APICAL AGUDA ORIGINADA EN LA PULPA;CX;Diagnóstico (CIEX);1
K045;PERIODONTITIS APICAL CRONICA;CX;Diagnóstico (CIEX);1
K046;ABSCESO PERIAPICAL CON FISTULA;CX;Diagnóstico (CIEX);1
K047;ABSCESO PERIAPICAL SIN FISTULA;CX;Diagnóstico (CIEX);1
K048;QUISTE RADICULAR;CX;Diagnóstico (CIEX);1
K049;OTRAS ENFERMEDADES Y LAS NO ESPECIFICADAS DE LA PULPA Y DEL TEJIDO PERIAPICAL;CX;Diagnóstico (CIEX);1
K050;GINGIVITIS AGUDA;CX;Diagnóstico (CIEX);1
K051;GINGIVITIS CRONICA;CX;Diagnóstico (CIEX);1
K052;PERIODONTITIS AGUDA;CX;Diagnóstico (CIEX);1
K053;PERIODONTITIS CRONICA;CX;Diagnóstico (CIEX);1
K054;PERIODONTOSIS;CX;Diagnóstico (CIEX);1
K055;OTRAS ENFERMEDADES PERIODONTALES;CX;Diagnóstico (CIEX);1
K056;ENFERMEDAD DEL PERIODONTO, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K060;RETRACCION GINGIVAL;CX;Diagnóstico (CIEX);1
K061;HIPERPLASIA GINGIVAL;CX;Diagnóstico (CIEX);1
K062;LESIONES DE LA ENCIA Y DE LA ZONA EDENTULA ASOCIADAS CON TRAUMATISMO;CX;Diagnóstico (CIEX);1
K068;OTROS TRASTORNOS ESPECIFICADOS DE LA ENCIA Y DE LA ZONA EDENTULA;CX;Diagnóstico (CIEX);1
K069;TRASTORNO NO ESPECIFICADO DE LA ENCIA Y DE LA ZONA EDENTULA;CX;Diagnóstico (CIEX);1
K070;ANOMALIAS EVIDENTES DEL TAMANO DE LOS MAXILARES;CX;Diagnóstico (CIEX);1
K071;ANOMALIAS DE LA RELACION MAXILOBASILAR;CX;Diagnóstico (CIEX);1
K072;ANOMALIAS DE LA RELACION ENTRE LOS ARCOS DENTARIOS;CX;Diagnóstico (CIEX);1
K073;ANOMALIAS DE LA POSICION DEL DIENTE;CX;Diagnóstico (CIEX);1
K074;MALOCLUSION DE TIPO NO ESPECIFICADO;CX;Diagnóstico (CIEX);1
K075;ANOMALIAS DENTOFACIALES FUNCIONALES;CX;Diagnóstico (CIEX);1
K076;TRASTORNOS DE LA ARTICULACION TEMPOROMAXILAR;CX;Diagnóstico (CIEX);1
K078;OTRAS ANOMALIAS DENTOFACIALES;CX;Diagnóstico (CIEX);1
K079;ANOMALIA DENTOFACIAL, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K080;EXFOLIACION DE LOS DIENTES DEBIDA A CAUSAS SISTEMICAS;CX;Diagnóstico (CIEX);1
K081;PERDIDA DE DIENTES DEBIDA A ACCIDENTES, EXTRACCION O ENFERMEDAD PERIODONTAL LOCAL;CX;Diagnóstico (CIEX);1
K082;ATROFIA DEL REBORDE ALVEOLAR DESDENTADO;CX;Diagnóstico (CIEX);1
K083;RAIZ DENTAL RETENIDA;CX;Diagnóstico (CIEX);1
K088;OTRAS AFECCIONES ESPECIFICADAS DE LOS DIENTES Y DE ESTRUCTURA DE SOSTEN;CX;Diagnóstico (CIEX);1
K089;TRASTORNO DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN, NO ESPECIFICADO;CX;Diagnóstico (CIEX);1
K090;QUISTES ORIGINADOS POR EL DESARROLLO DE LOS DIENTES;CX;Diagnóstico (CIEX);1
K091;QUISTES DE LAS FISURAS (NO ODONTOGENICOS);CX;Diagnóstico (CIEX);1
K092;OTROS QUISTES DE LOS MAXILARES;CX;Diagnóstico (CIEX);1
K098;OTROS QUISTES DE LA REGION BUCAL, NO CLASIFICADOS EN OTRA PARTE;CX;Diagnóstico (CIEX);1
K099;QUISTE DE LA REGION BUCAL, SIN OTRA ESPECIFICACION;CX;Diagnóstico (CIEX);1
K100;TRASTORNOS DEL DESARROLLO DE LOS MAXILARES;CX;Diagnóstico (CIEX);1
K101;GRANULOMA CENTRAL DE CELULAS GIGANTES;CX;Diagnóstico (CIEX);1
K102;AFECCIONES INFLAMATORIAS DE LOS MAXILARES;CX;Diagnóstico (CIEX);1
K103;ALVEOLITIS DEL MAXILAR;CX;Diagnóstico (CIEX);1
K108;OTRAS ENFERMEDADES ESPECIFICADAS DE LOS MAXILARES;CX;Diagnóstico (CIEX);1
K109;ENFERMEDAD DE LOS MAXILARES, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K110;ATROFIA DE GLANDULA SALIVAL;CX;Diagnóstico (CIEX);1
K111;HIPERTROFIA DE GLANDULA SALIVAL;CX;Diagnóstico (CIEX);1
K112;SIALADENITIS;CX;Diagnóstico (CIEX);1
K113;ABSCESO DE GLANDULA SALIVAL;CX;Diagnóstico (CIEX);1
K114;FISTULA DE GLANDULA SALIVAL;CX;Diagnóstico (CIEX);1
K115;SIALOLITIASIS;CX;Diagnóstico (CIEX);1
K116;MUCOCELE DE GLANDULA SALIVAL;CX;Diagnóstico (CIEX);1
K117;ALTERACIONES DE LA SECRECION SALIVAL;CX;Diagnóstico (CIEX);1
K118;OTRAS ENFERMEDADES DE LAS GLANDULAS SALIVALES;CX;Diagnóstico (CIEX);1
K119;ENFERMEDAD DE GLANDULA SALIVAL, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K120;ESTOMATITIS AFTOSA RECURRENTE;CX;Diagnóstico (CIEX);1
K121;OTRAS FORMAS DE ESTOMATITIS;CX;Diagnóstico (CIEX);1
K122;CELULITIS Y ABCESO DE BOCA;CX;Diagnóstico (CIEX);1
K123;MUCOSITIS ORAL (ULCERATIVA);CX;Diagnóstico (CIEX);1
K130;ENFERMEDADES DE LOS LABIOS;CX;Diagnóstico (CIEX);1
K131;MORDEDURA DEL LABIO Y DE LA MEJILLA;CX;Diagnóstico (CIEX);1
K132;LEUCOPLASIA Y OTRAS ALTERACIONES DEL EPITELIO BUCAL, INCLUYENDO LA LENGUA;CX;Diagnóstico (CIEX);1
K133;LEUCOPLASIA PILOSA;CX;Diagnóstico (CIEX);1
K134;GRANULOMA Y LESIONES SEMEJANTES DE LA MUCOSA BUCAL;CX;Diagnóstico (CIEX);1
K135;FIBROSIS DE LA SUBMUCOSA BUCAL;CX;Diagnóstico (CIEX);1
K136;HIPERPLASIA IRRITATIVA DE LA MUCOSA BUCAL;CX;Diagnóstico (CIEX);1
K137;OTRAS LESIONES Y LAS NO ESPECIFICADAS DE LA MUCOSA BUCAL;CX;Diagnóstico (CIEX);1
K140;GLOSITIS ( ABSCESO / ULCERA DE LA LENGUA);CX;Diagnóstico (CIEX);1
K141;LENGUA GEOGRAFICA;CX;Diagnóstico (CIEX);1
K142;GLOSITIS ROMBOIDEA MEDIANA;CX;Diagnóstico (CIEX);1
K143;HIPERTROFIA DE LAS PAPILAS LINGUALES;CX;Diagnóstico (CIEX);1
K144;ATROFIA DE LAS PAPILAS LINGUALES;CX;Diagnóstico (CIEX);1
K145;LENGUA PLEGADA;CX;Diagnóstico (CIEX);1
K146;GLOSODINIA;CX;Diagnóstico (CIEX);1
K148;OTRAS ENFERMEDADES DE LA LENGUA;CX;Diagnóstico (CIEX);1
K149;ENFERMEDAD DE LA LENGUA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K20X;ESOFAGITIS;CX;Diagnóstico (CIEX);1
K210;ENFERMEDAD DEL REFLUJO GASTROESOFAGICO CON ESOFAGITIS;CX;Diagnóstico (CIEX);1
K219;ENFERMEDAD DEL REFLUJO GASTROESOFAGICO SIN ESOFAGITIS;CX;Diagnóstico (CIEX);1
K220;ACALASIA DEL CARDIAS;CX;Diagnóstico (CIEX);1
K221;ULCERA DEL ESOFAGO;CX;Diagnóstico (CIEX);1
K222;OBSTRUCCION DEL ESOFAGO;CX;Diagnóstico (CIEX);1
K223;PERFORACION DEL ESOFAGO;CX;Diagnóstico (CIEX);1
K224;DISQUINESIA DEL ESOFAGO;CX;Diagnóstico (CIEX);1
K225;DIVERTICULO DEL ESOFAGO, ADQUIRIDO;CX;Diagnóstico (CIEX);1
K226;SINDROME DE LACERACION Y HEMORRAGIA GASTROESOFAGICAS;CX;Diagnóstico (CIEX);1
K227;ESÓFAGO DE BARRETT;CX;Diagnóstico (CIEX);1
K228;OTRAS ENFERMEDADES ESPECIFICADAS DEL ESOFAGO;CX;Diagnóstico (CIEX);1
K229;ENFERMEDAD DEL ESOFAGO, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K230;ESOFAGITIS TUBERCULOSA (A18.8+);CX;Diagnóstico (CIEX);1
K231;MEGAESOFAGO EN LA ENFERMEDAD DE CHAGAS (B57.3+);CX;Diagnóstico (CIEX);1
K238;TRASTORNOS DEL ESOFAGO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;CX;Diagnóstico (CIEX);1
K250;ULCERA GASTRICA, AGUDA CON HEMORRAGIA;CX;Diagnóstico (CIEX);1
K251;ULCERA GASTRICA, AGUDA CON PERFORACION;CX;Diagnóstico (CIEX);1
K252;ULCERA GASTRICA, AGUDA CON HEMORRAGIA Y PERFORACION;CX;Diagnóstico (CIEX);1
K253;ULCERA GASTRICA, AGUDA SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K254;ULCERA GASTRICA, CRONICA O NO ESPECIFICADA, CON HEMORRAGIA;CX;Diagnóstico (CIEX);1
K255;ULCERA GASTRICA, CRONICA O NO ESPECIFICADA, CON PERFORACION;CX;Diagnóstico (CIEX);1
K256;ULCERA GASTRICA, CRONICA O NO ESPECIFICADA, CON HEMORRAGIA Y PERFORACION;CX;Diagnóstico (CIEX);1
K257;ULCERA GASTRICA, CRONICA SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K259;ULCERA GASTRICA, NO ESPECIFICADA COMO AGUDA NI CRONICA, SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K260;ULCERA DUODENAL, AGUDA CON HEMORRAGIA;CX;Diagnóstico (CIEX);1
K261;ULCERA DUODENAL, AGUDA CON PERFORACION;CX;Diagnóstico (CIEX);1
K262;ULCERA DUODENAL, AGUDA CON HEMORRAGIA Y PERFORACION;CX;Diagnóstico (CIEX);1
K263;ULCERA DUODENAL, AGUDA SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K264;ULCERA DUODENAL, CRONICA O NO ESPECIFICADA, CON HEMORRAGIA;CX;Diagnóstico (CIEX);1
K265;ULCERA DUODENAL, CRONICA O NO ESPECIFICADA, CON PERFORACION;CX;Diagnóstico (CIEX);1
K266;ULCERA DUODENAL, CRONICA O NO ESPECIFICADA, CON HEMORRAGIA Y PERFORACION;CX;Diagnóstico (CIEX);1
K267;ULCERA DUODENAL, CRONICA SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K269;ULCERA DUODENAL, NO ESPECIFICADA COMO AGUDA NI CRONICA, SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K270;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO, AGUDA CON HEMORRAGIA;CX;Diagnóstico (CIEX);1
K271;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO, AGUDA CON PERFORACION;CX;Diagnóstico (CIEX);1
K272;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO, AGUDA CON HEMORRAGIA Y PERFORACION;CX;Diagnóstico (CIEX);1
K273;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO, AGUDA SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K274;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO, CRONICA O NO ESPECIFICADA, CONHEMORRAGIA;CX;Diagnóstico (CIEX);1
K275;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO, CRONICA O NO ESPECIFICADA, CONPERFORACION;CX;Diagnóstico (CIEX);1
K276;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO, CRONICA O NO ESPECIFICADA, CON HEMORRAGIA Y PE;CX;Diagnóstico (CIEX);1
K277;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO, CRONICA SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K279;ULCERA PEPTICA, NO ESPECIFICADA COMO AGUDA NI CRONICA, SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K280;ULCERA GASTROYEYUNAL, AGUDA CON HEMORRAGIA;CX;Diagnóstico (CIEX);1
K281;ULCERA GASTROYEYUNAL, AGUDA CON PERFORACION;CX;Diagnóstico (CIEX);1
K282;ULCERA GASTROYEYUNAL, AGUDA CON HEMORRAGIA Y PERFORACION;CX;Diagnóstico (CIEX);1
K283;ULCERA GASTROYEYUNAL, AGUDA SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K284;ULCERA GASTROYEYUNAL, CRONICA O NO ESPECIFICADA, CON HEMORRAGIA;CX;Diagnóstico (CIEX);1
K285;ULCERA GASTROYEYUNAL, CRONICA O NO ESPECIFICADA, CON PERFORACION;CX;Diagnóstico (CIEX);1
K286;ULCERA GASTROYEYUNAL, CRONICA O NO ESPECIFICADA, CON HEMORRAGIA Y PERFORACION;CX;Diagnóstico (CIEX);1
K287;ULCERA GASTROYEYUNAL, CRONICA SIN HEMORRAGIA NI PERFORACION;CX;Diagnóstico (CIEX);1
K289;ULCERA GASTROYEYUNAL, NO ESPECIFICADA COMO AGUDA NI CRONICA, SIN HEMORRAGIA NI PERFORACI;CX;Diagnóstico (CIEX);1
K290;GASTRITIS AGUDA HEMORRAGICA;CX;Diagnóstico (CIEX);1
K291;OTRAS GASTRITIS AGUDAS;CX;Diagnóstico (CIEX);1
K292;GASTRITIS ALCOHOLICA;CX;Diagnóstico (CIEX);1
K293;GASTRITIS CRONICA SUPERFICIAL;CX;Diagnóstico (CIEX);1
K294;GASTRITIS CRONICA ATROFICA;CX;Diagnóstico (CIEX);1
K295;GASTRITIS CRONICA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K296;OTRAS GASTRITIS;CX;Diagnóstico (CIEX);1
K297;GASTRITIS, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K298;DUODENITIS;CX;Diagnóstico (CIEX);1
K299;GASTRODUODENITIS, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K30X;DISPEPSIA;CX;Diagnóstico (CIEX);1
K310;DILATACION AGUDA DEL ESTOMAGO;CX;Diagnóstico (CIEX);1
K311;ESTENOSIS PILORICA HIPERTROFICA DEL ADULTO;CX;Diagnóstico (CIEX);1
K312;ESTRECHEZ O ESTENOSIS DEL ESTOMAGO EN RELOJ DE ARENA;CX;Diagnóstico (CIEX);1
K313;ESPASMO DEL PILORO, NO CLASIFICADO EN OTRA PARTE;CX;Diagnóstico (CIEX);1
K314;DIVERTICULO GASTRICO;CX;Diagnóstico (CIEX);1
K315;OBSTRUCCION DEL DUODENO;CX;Diagnóstico (CIEX);1
K316;FISTULA DEL ESTOMAGO Y DEL DUODENO;CX;Diagnóstico (CIEX);1
K317;POLIPO DEL ESTOMAGO Y DEL DUODENO;CX;Diagnóstico (CIEX);1
K318;OTRAS ENFERMEDADES ESPECIFICADAS DEL ESTOMAGO Y DEL DUODENO;CX;Diagnóstico (CIEX);1
K319;ENFERMEDAD DEL ESTOMAGO Y DEL DUODENO, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K350;APENDICITIS AGUDA CON PERITONITIS GENERALIZADA;CX;Diagnóstico (CIEX);0
K351;APENDICITIS AGUDA CON ABSCESO PERITONEAL;CX;Diagnóstico (CIEX);0
K352;APENDICITIS AGUDA CON PERITONITIS GENERALIZADA;CX;Diagnóstico (CIEX);1
K353;APENDICITIS AGUDA CON PERITONITIS LOCALIZADA;CX;Diagnóstico (CIEX);1
K358;OTRAS APENDICITIS AGUDAS Y LAS NO ESPECIFICADAS;CX;Diagnóstico (CIEX);1
K359;APENDICITIS AGUDA, NO ESPECIFICADA;CX;Diagnóstico (CIEX);0
K36X;OTROS TIPOS DE APENDICITIS;CX;Diagnóstico (CIEX);1
K37X;APENDICITIS, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K380;HIPERPLASIA DEL APENDICE;CX;Diagnóstico (CIEX);1
K381;CONCRECIONES APENDICULARES;CX;Diagnóstico (CIEX);1
K382;DIVERTICULO DEL APENDICE;CX;Diagnóstico (CIEX);1
K383;FISTULA DEL APENDICE;CX;Diagnóstico (CIEX);1
K388;OTRAS ENFERMEDADES ESPECIFICADAS DEL APENDICE;CX;Diagnóstico (CIEX);1
K389;ENFERMEDAD DEL APENDICE, NO ESPECIFICADA;CX;Diagnóstico (CIEX);1
K400;HERNIA INGUINAL BILATERAL CON OBSTRUCCION, SIN GANGRENA;CX;Diagnóstico (CIEX);1
K401;HERNIA INGUINAL BILATERAL, CON GANGRENA;CX;Diagnóstico (CIEX);1
K402;HERNIA INGUINAL BILATERAL, SIN OBSTRUCCION NI GANGRENA;CX;Diagnóstico (CIEX);1
K403;HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON OBSTRUCCION, SIN GANGRENA;CX;Diagnóstico (CIEX);1
K404;HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON GANGRENA;CX;Diagnóstico (CIEX);1
K409;HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA;CX;Diagnóstico (CIEX);1
K410;HERNIA FEMORAL BILATERAL, CON OBSTRUCCION, SIN GANGRENA;CX;Diagnóstico (CIEX);1
K411;HERNIA FEMORAL BILATERAL, CON GANGRENA;CX;Diagnóstico (CIEX);1
K412;HERNIA FEMORAL BILATERAL, SIN OBSTRUCCION NI GANGRENA;CX;Diagnóstico (CIEX);1
K413;HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA, CON OBSTRUCCION, SIN GANGRENA;CX;Diagnóstico (CIEX);1
K414;HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA, CON GANGRENA;CX;Diagnóstico (CIEX);1
K419;HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA;CX;Diagnóstico (CIEX);1
K420;HERNIA UMBILICAL CON OBSTRUCCION, SIN GANGRENA;CX;Diagnóstico (CIEX);1
K421;HERNIA UMBILICAL CON GANGRENA;CX;Diagnóstico (CIEX);1
K429;HERNIA UMBILICAL SIN OBSTRUCCION NI GANGRENA;CX;Diagnóstico (CIEX);1
K430;HERNIA VENTRAL CON OBSTRUCCION, SIN GANGRENA;CX;Diagnóstico (CIEX);1
K431;HERNIA VENTRAL CON GANGRENA;CX;Diagnóstico (CIEX);1
K432;HERNIA INCISIONAL SIN OBSTRUCCIÓN O GANGRENA;CX;Diagnóstico (CIEX);1
K433;HERNIA PARAESTOMAL CON OBSTRUCCIÓN, SIN GANGRENA;CX;Diagnóstico (CIEX);1
K434;HERNIA PARAESTOMAL CON GANGRENA;CX;Diagnóstico (CIEX);1
K435;HERNIA PARAESTOMAL SIN OBSTRUCCIÓN O GANGRENA;CX;Diagnóstico (CIEX);1
